TRP.Sh.Gh	TRP.Norm.Sh	TRP.Anx.Sh	TRP.Norm.Anx	TRP.Flx.Sh
Otop2	Cmya5	Pan2		Hap1
Galnt5	Tmem117	Hebp1		Rnf141
Lif	Slc38a6	Cdk5rap2		Rab13
Mss51	Lin28b	Extl1		Scn7a
Ncf4	Itga9	Mrps12		Pde1c
Pirt	Tspan17	Terf1		Urb2
Meiob	Map3k10	Dbhos		Tmem209
Bhmt	Dlx1as	Bzw2		Igf2bp3
Ccdc27	Mfsd8	Cryl1		Tac1
Esrp2	Cpt2	Itgam		Lyar
Clrn1	Fam193b	Gabrb1		Ccdc71
Fbxl13	Mcf2	St6galnac3		Kxd1
Tbxas1	Tex264	Mgst3		Fkbp1b
BB031773	Zdhhc1	Pcdhga10		Krt12
Col17a1	Wdr3	Dand5		Ints10
Gm10649	Snip1	Sh2b3		Tm2d2
Pou4f1	Nckap5	Odf2l		Siah2
Oasl1	Tmem170	Tll1		Lrp10
Tnni1	Nacad	Gm1943		Prkag1
Rspo4	Znhit1	Tppp3		Amer1
A730036I17Rik	Xkr6	Pbld1		Atp13a2
Aurkb	Atf5	Galk2		Lsm2
Trim43c	Nt5c3b	Irak4		Sorcs3
4930478L05Rik	Lman2l	Scly		Lrrc20
Fam47e	Frzb	Stk10		Med23
Cxcl17	Hic1	Klhl17		Eri3
F730035M05Rik	Pck2	9030624G23Rik		Kcnj16
Il1rn	Cdr2l	Anks1		Ftx
Snord72	Coil	Cemip		Zfp263
Uba1y	Brip1	Trim56		Adamts3
Tmem72	Lrrc27	Cd34		Snapc2
9030204H09Rik	Aig1	Trappc4		Tipin
Sftpc	Sft2d3	Rfx1		Aamdc
Crx	Mcm8	Rasl10b		Ikzf4
Nfe2	Tmem185b	Med10		Mnat1
Dsc3	Sorbs2os	Adra1d		Adam17
Gp5	Ntsr2	Dnah7b		Polr2c
Slc9a4	Ttc13	Aprt		Itpa
Cpa6	B3galt5	Cyb561a3		Ndufb7
Derl3	Cxcl14	Brsk1		Pgpep1
Tectb	Slc35a2	Dlx6os1		Entpd7
Trib3	Noc4l	Pot1b		Itpka
Cps1	Suv39h2	4933421O10Rik		Gfap
1700102H20Rik	Mrps16	Rfng		Ormdl3
Slc44a3	4930480K15Rik	Mccc2		Simc1
Mir8115	Racgap1	Inpp5j		Ica1
4930486F22Rik	Abcc9	Tecpr1		B4galt1
Spata17	Spry1	AW551984		Cnnm3
Kif14	Dnah1	Pfdn1		Capn1
A630023P12Rik	Pcdh18	Begain		Dpy19l4
Ms4a7	Eif2b4	Abca8b		Dynlt1b
Pkd2l1	Psmb10	E130311K13Rik		Pik3r2
Rpl26	Polm	Donson		Maob
Gm2762	Alg13	Caly		Kcnn3
Ldoc1	Tmem38b	Trpc4		Rrp8
Nlrc4	Eno3	Scamp4		Nol10
Insm2	Prr18	Pir		Vwa1
2310069B03Rik	Pelo	Ptp4a3		Itgb8
Slc13a1	Nhp2	Tmem181a		Gsto1
Gfi1	Rilpl2	Pigg		Trpc5
Mir872	Ifngr1	Baiap2l1		Plscr1
Etv4	Pcgf1	Rab4b		Cabyr
M1ap	Kbtbd8	Tubgcp6		Il18
Trh	Wdr53	Pcdhga3		Pigm
AI467606	Tsc22d4	Mlx		Sbk1
Hpse	Gcdh	Ptger3		Coro7
Cd3g	Msantd2	Gdap1l1		AI837181
Cyb5r2	Rab32	Astn2		Slc5a7
6530411M01Rik	Prr11	Lbr		Skida1
Patl2	Mrpl2	5530601H04Rik		Uqcrq
Myh13	Uck1	Olig2		Clvs1
Kcnk18	Plch1	Cacna1h		Lzic
Nlrp1c-ps	6330415B21Rik	Cox19		Nudt11
Mir325	Ranbp17	Nat10		Mettl2
Lyg2	3110040N11Rik	Chchd6		Cntnap5b
Lyg1	Ciart	Nudt10		Cbr4
Slc4a9	Mdm1	Twf2		Zfp709
5031434C07Rik	Fbxl21	D130043K22Rik		Taf10
Zglp1	D8Ertd738e	Six4		Adamts13
Tmem26	Neu3	Vmn2r29		Ctc1
2310065F04Rik	Gtf2f2	Ap5m1		Fstl5
Mmp12	Bet1l	Sfrp4		Cacna1i
Gtse1	Kctd20	Zfp59		Cdk10
Apobec2	Top1mt	Xrcc4		Heatr1
Ppifos	Cotl1	Helb		Myzap
H19	Ppih	Smad7		Nudt16l1
A4gnt	Htra4	Ap2s1		Wsb1
Cers3	Smim3	Necab2		Ndufaf3
Usp50	Atad3a	Akap8l		Eif2b2
Mir453	Zfp641	Tmem179		Usp39
Abca13	Aox1	Trim59		Ptchd4
Naa11	Rgs6	Cpt1c		4933427D14Rik
Liph	Cd300a	Ssr4		Smarcd3
Fgf16	Pcdh20	Sfi1		Alg6
Chit1	Trpm6	Ctcfl		Vps11
Mir344c	Rtl1	B4galnt2		Col19a1
Gm20753	Mrpl23	Lage3		Abcg4
Clec4g	F8	Exosc2		Ptgs2
Ccdc172	Nr6a1	A230057D06Rik		Ulk3
Wdr93	Dyrk1b	Gan		Sdk1
Sh2d1a	Zfp459	Gabrg1		Phldb1
Tex35	Psmg1	Fastkd5		Pggt1b
Rd3	Ezh2	Zfp623		Zfp97
Adh6-ps1	Polr3d	Zfp341		Dact3
Gbx2	Greb1l	Pmaip1		Hps3
Plek2	Wdr81	Med29		Oser1
1700085C21Rik	Pcdhb14	Col11a1		Grip1
Ahrr	Galnt7	Kbtbd3		Pign
Gm19689	Ccdc157	Arhgap19		Abca3
Stag3	Gramd1a	C2cd4c		Ccdc148
Irx1	Pcdhb22	Cdan1		Cdkn2d
Avp	Pip5k1b	Cdk2ap2		Nxpe3
Ltb4r1	Arhgef10l	Prkab1		A330076H08Rik
Gm10532	Inpp1	Parp9		Ints2
Slc45a2	Met	Lrriq1		Ap4e1
Mab21l3	Dmrta1	Cd209a		Lsm3
Krt7	Nup210	Stx18		Xpo4
Fsd2	Fstl4	4930511M06Rik		Zfp763
Gsx1	B3gat2	Zfp873		Zfp523
Snora81	Tmem218	Jdp2		Ift22
Arl9	Ankrd13d	Pyroxd1		Nhlrc1
Tas2r137	Maff	Actl6b		Ppp2r3d
Mc1r	Kdm4a	Cntnap4		Pxdn
Dlx3	Hdx	Tnfrsf10b		U2af1
Tmem30c	Ino80dos	Rfc2		Lsm1
Chaf1b	2610035F20Rik	Rasl10a		Hscb
Scgn	Sirt7	Med31		Pim2
Klk11	Nob1	Pard6b		Lrp12
Fam83g	Mtfmt	Eef1e1		Elovl7
Ddi1	Nudcd2	Fam111a		Sufu
Sh2d4a	Hmbs	Ptpn7		Cxcr2
Ubap1l	Gh	Plch2		Wdr59
Mir1954	Otof	Pcsk1		Pex12
Ptch2	Lcp2	Cep164		N4bp2l1
Dnaaf1	Mtr	Blnk		Zbtb7c
Alpk3	Pcsk2os1	Pxmp4		Rab3il1
Crygs	Fanci	Kctd21		St3gal6
Slamf6	Gpr37l1	Gba2		Npr2
Crybb1	D130040H23Rik	Mmgt2		Umps
Fmo6	Plekha7	Bloc1s5		Zfp169
1700001G11Rik	AW146154	Hmmr		A230056P14Rik
Sall4	Prdm10	Alox8		Ttbk1
E130215H24Rik	Foxred2	Mrpl34		Panx2
Ifnk	Ssna1	AF357425		Stbd1
Mir32	Cebpzos	Rps6ka5		Larp1b
Mir350	2310039L15Rik	Glt28d2		Cdkn1b
Cxcl13	Dennd6b	Pon3		Cep70
Crct1	Mpeg1	Dok5		Plcg1
1700018A04Rik	1700008O03Rik	Wdr54		Tnfrsf1a
C230079O03Rik	Scfd2	St8sia4		Taf12
Pglyrp3	E030030I06Rik	Lrtm1		Steap3
Klra1	Grhl1	Gpam		Acox3
Prom2	Jmjd6	Spats2		Dlgap3
Gm6559	Tesc	Aimp2		Tnip1
Itgb2l	Spaca6	Cecr2		Taldo1
9230116N13Rik	Gem	Cmya5		Bbs7
Pnma5	Nyap1	Tmem117		Tmem242
Nrl	Akip1	Polg		Prkcd
Klrb1a	Itga10	Slc38a6		Psmd10
Brs3	Naa40	Lin28b		Rnaset2b
Asic3	Gemin6	Itga9		Dpm2
Tpo	Dguok	Rbak		Tgm2
Tal2	Pcdhga12	Phpt1		Ube2e1
Mir680-2	Tm2d1	Map3k10		Pgm2
Krt26	Emx2	Dlx1as		Pls1
B4galnt3	Trpc6	4930503L19Rik		Tsr3
Hrct1	Polr3h	Med27		Cpsf1
Myot	Pomgnt1	Mfsd8		Fancm
Madcam1	Pcdhb19	Cpt2		Anapc11
Gm5129	Vgll4	Golm1		Nr1h2
Gm20755	Mettl21a	Fam193b		9330102E08Rik
Siglec1	Itga3	Mcf2		Loxl2
Naip6	Bop1	Zfp189		Usp49
Il1bos	Scn9a	Tex264		Naa16
4930590L20Rik	Spin2c	Wdr3		Nptx2
Ccl8	Mgat4c	Snip1		Cul9
Dyrk4	Gpr137b	Nckap5		Rbp4
Ceacam3	Grid1	Znhit1		Rp9
Dntt	Mvk	Xkr6		Tbc1d7
Fmo4	Atp13a1	Mfsd11		E330020D12Rik
Ttll10	Cabp1	1700008J07Rik		Rab40b
Pla2g10	Chrac1	Txnl4b		Lamtor2
Ephx3	Chsy3	Avpi1		Cep85l
Loxhd1	2310015A10Rik	Frzb		Wwox
Frs3os	Dtwd2	Cdr2l		Dapp1
Smco2	Cc2d1a	Ago4		Pcbd2
Cpn1	Sox4	Coil		Yars2
Gm2516	Zbtb9	Brip1		Klhdc1
Nlrp5	Stc1	Lrrc27		Ets1
Il4	Sertad1	Sft2d3		Ankrd63
Gm10400	Tek	Sh3bp1		Nup205
Gm10390	Nol3	Slc39a3		Casp3
Snx31	Ccnj	Sorbs2os		1700113A16Rik
Fkbp6	5031410I06Rik	Ttc13		Skap2
Tcf23	Shroom3	Drc1		Exosc9
Haao	Slc18a2	B3galt5		Atad5
Ccer1	Tcte2	Slc35a2		Tpk1
Lamp3	Klf8	Tor4a		Zfp287
S100a3	Aldh1l2	Mrps16		Plekho1
Wfikkn1	Smox	Kcnj12		Rrp7a
1700019G24Rik	Lpcat1	Ccdc171		Lnx1
Gsdmc	Flnc	4930480K15Rik		Mcee
Oc90	Mog	Tmem161a		Frk
Spink7	Fbxo36	Racgap1		Pus10
Chrdl2	Eif2b3	Abcc9		P2ry1
Gm19277	Kdm4b	Spry1		Krt20
Cyp2j13	Spag1	Dnah1		Zmym1
Bmp8a	Slc15a2	Pcdh18		Tmem201
Capn9	Pik3cd	Psmb10		Gm10409
Spink13	Dusp15	Alg13		Szt2
Ptprq	Dpysl4	Eno3		Atp9b
Gm4566	Rgcc	Prr18		Scnm1
Btn1a1	C2	Nhp2		Sugp2
1700051A21Rik	Bmp1	Arhgap11a		Recql
Fut7	Zfp619	Rilpl2		Samd5
4930517E11Rik	Pappa	Bloc1s3		Zfp410
Tigd4	Notch1	Kbtbd8		Rnf40
Tmem95	Enpp6	Wdr53		Atg2a
Vmn1r32	Bmf	Rspo1		Dennd4b
1700125G02Rik	Ccdc125	Cd33		Numbl
Gm11529	Tnfaip3	Prr11		Birc3
Atf7ip2	Abcc8	Mrpl2		Slc7a6os
9430014N10Rik	Hmox1	Uck1		Slc4a7
Sec31b	Lyplal1	Plch1		Dtl
Kir3dl2	Foxf2	Kcne4		Apaf1
Nps	Smco1	6330415B21Rik		Guf1
Mir153	Zfp575	Ranbp17		Cdk18
Glyat	Tmem80	Cd93		Pop4
Cpa4	Sema4g	Gimap1		Arhgap28
A730085K08Rik	Mrpl24	Iah1		Glmn
Mir6365	Grik1	Dcaf4		Lcor
Gm13544	Slc39a12	Mdm1		Dnajc11
4930434J06Rik	Iqck	D8Ertd738e		Pip5k1a
Lrat	Skp2	Neu3		Rpp30
	Zfp28	2810433D01Rik		Slc30a5
	Slc36a1os	Rpp21		Angpt2
	Rrp15	Gtf2f2		Chrnb2
	Pik3r5	Ggcx		Larp6
	Evi2a	Cmtm3		Tbcd
	Jpx	Top1mt		Lrp4
	Dhx37	Hdac6		Tmem132d
	Cdh6	Vwc2		Edc4
	Gusb	Shroom4		Ak1
	Caprin2	Cotl1		Pno1
	Gm14827	Ppih		Nfatc1
	Tctn3	Htra4		Dis3
	Cd209c	Zfp641		Rab36
	Urb1	Ttc9b		Polr3a
	Eml2	Rgs6		Rprm
	Tnfaip8l1	Cyp4a12b		Hipk4
	Poc1a	Cd300a		Mrrf
	Fcho1	Pcdh20		Il1rapl1
	Ppp1r15a	Zfp105		Zfp846
	Doc2a	Rtl1		Nelfe
	Tgif1	Mrpl23		Dot1l
	Taf8	F8		2700062C07Rik
	Rbpms2	Nr6a1		Ppp1r8
	Polq	Ube2m		Pnpt1
	Slc16a13	Zfp459		Polr2l
	Frmd3	Ezh2		P4ha1
	Samd1	Polr3d		Llgl1
	Myo7a	Greb1l		Mbip
	Lime1	Slc30a6		Med17
	Dusp23	Pcdhb14		Frmd8
	Fam184b	Galnt7		Shc3
	Zfp64	Slc19a1		Fam161b
	Frmpd1	Ccdc157		Acot1
	Unc45a	Klhl1		Tfap2a
	Nsun6	Pcdhb22		Zfp438
	Cyp20a1	Arhgef10l		4933404O12Rik
	Zc3h8	Tmppe		Ampd2
	Ap5z1	Klhdc4		Aph1c
	Pde3b	Adamtsl1		Psmd13
	Ankrd35	Zc3h10		Gpn1
	D17H6S53E	Met		Ermard
	Thbs1	Nup210		Drap1
	Zfp692	Fstl4		Mrpl32
	Fastkd1	B3gat2		Sacs
	Plag1	Tmem218		Cep95
	Cspg4	Ankrd13d		Pprc1
	Pcsk7	Kdm4a		Slc8a3
	Fam89b	Selenbp1		Npas3
	Ak6	Hdx		Mex3d
	Myd88	Clcn7		Naaa
	Lyrm1	Ino80dos		Srfbp1
	Pcdhb15	2610035F20Rik		Arhgap24
	Slc9a5	Slx4ip		Ech1
	4930431F12Rik	Nudcd2		Fgfr3
	Svep1	Hmbs		Mrps24
	Slc22a15	Gh		Dgkq
	Pcdhga7	Otof		Cmc1
	Nfkbia	Glt8d2		A730020M07Rik
	Ncapd2	Lcp2		Zfp712
	Pias3	Mtr		Spata6
	Col9a3	Tnfsf10		Clcn2
	Cebpb	Pcsk2os1		Aatf
	Sycp2	Bbs10		Kank4
	Prom1	Fanci		Ankrd13b
	Gm14204	Mcoln1		Kcnn2
	Xrcc2	Fancf		Ecm1
	Ankrd55	Fzd4		Csf2ra
	Tmem186	Plekha7		Ankrd10
	Irf3	Slc7a4		Nt5m
	1110019D14Rik	Prdm10		Nars2
	Zgrf1	Foxred2		Tcea3
	Mrpl54	Lamc2		Trappc2
	Tyr	Ssna1		Prorsd1
	Rapgef3	Cebpzos		Pabpc4
	Itga8	2310039L15Rik		Far2
	Zfp939	Dennd6b		Get4
	Man2c1	Mpeg1		Znhit3
	Ift27	1700008O03Rik		Zcchc8
	Gpsm1	Scfd2		Tmem67
	Slc30a2	E030030I06Rik		Pou2f2
	Toe1	Col5a2		Fbxw8
	Lims2	Tmtc2		Brca2
	Ebp	Grhl1		Drg2
	Chrdl1	Tesc		Kcns2
	Arx	Spaca6		Dscaml1
	D130020L05Rik	Rprml		Usp13
	F5	Nyap1		Ano4
	Serpina3n	Akip1		Adcy8
	Sdf2l1	Emx2os		Dis3l
	Lhpp	Fastkd2		Daxx
	Ntpcr	Itga10		Tubb6
	Btbd19	Nxpe4		Ndufa11
	Rttn	Pcdhga12		Dgkk
	Spsb3	Tm2d1		Dnajc28
	Col9a2	9530059O14Rik		Mettl6
	2010204K13Rik	Trpc6		Pygo2
	B3gntl1	Pomgnt1		Pdcd2
	Dhx35	Pcdhb19		Vps36
	Helq	Pycard		Cnnm2
	Atp13a4	Itga3		Krba1
	Chchd5	Bop1		Abcc1
	Bckdhb	Mrps18b		1700123O20Rik
	Ankrd16	Mgat4c		Gm9899
	A930017M01Rik	Moxd1		Lhfpl3
	Rwdd3	Prkcq		Vps45
	Hrh1	Grid1		Sf3b5
	Neb	Mvk		Cgrrf1
	Pop7	Atp13a1		Mrpl52
	Spc24	Cabp1		Emc6
	4930519F09Rik	Chrac1		Tmem260
	Hilpda	Erich1		Pdlim1
	Ankfn1	Chsy3		Vwa5b2
	2610306M01Rik	Dtwd2		Ercc4
	Mmp19	Cc2d1a		Mertk
	Ryr1	Zkscan6		Fbxo27
	Sipa1	Zbtb9		Zbed5
	Slc22a5	Stc1		Sema4d
	Myh7	Wdr74		D130017N08Rik
	Gadd45gip1	Epha3		B3galnt2
	Zfp804b	Sertad1		Tyms
	Clasrp	Elac2		Mustn1
	Slc29a1	Tek		Zfp433
	Pvr	Gcnt1		Mrpl12
	Apln	Ptgr1		Pfas
	Etnk2	Serf1		Zfyve28
	Lama3	Grk6		Itpk1
	Tagap	Srebf1		Smim11
	Armc5	5031410I06Rik		Zfpm2
	Pctp	Polr3gl		Rin1
	Lamc3	Slc18a2		Gbp10
	Fam20a	Tcte2		Wnt9a
	Tmem145	St8sia2		Vangl1
	Mag	Pole3		Oprk1
	Slc25a53	Cthrc1		Lrrc45
	Capg	Aldh1l2		Mpnd
	Ddx59	Rps19bp1		Ap1s3
	Mcmdc2	Smox		Hspa1a
	Med26	Mog		Zfr2
	Sfmbt2	Fbxo36		Acot9
	Blvra	Sh3bp4		Vasn
	Scarb1	Kdm4b		Ranbp3
	4930579G24Rik	Spag1		Cutc
	Nfil3	Myt1		Csgalnact1
	Tatdn3	Slc15a2		Cln8
	E530011L22Rik	Pik3cd		Gpr37
	Prkd1	Gabrd		Pacsin3
	Tars2	Dpysl4		Rfx4
	Dera	Rgcc		Erich3
	Sfxn2	Rpain		Iffo1
	Cd84	Bmp1		Nop9
	Spire2	Zfp619		Pnpo
	Prrg1	Pappa		Nhlrc2
	Cenpf	Notch1		Zfp759
	Tspan4	Enpp6		Dus3l
	Rhno1	Cdc7		Gtpbp8
	Ncf2	Abcc8		Dcdc2b
	Ccdc28a	Hmox1		Snapc4
	Dnah5	Pank4		Hmcn1
	Lgr5	2900052N01Rik		Akr1b10
	Samd15	Lyplal1		Tor1b
	Cntn5	Tyk2		Hdac7
	Abca8a	Smco1		Pkd2l2
	Car15	Ap1s1		Tgtp1
	Gldc	Nol12		Mcts2
	Adamts12	Zfp575		Trim12a
	Ell3	1700052K11Rik		Mvp
	Hjurp	Ttc23		Acss1
	Pdlim4	Cd320		Pak6
	1110038B12Rik	Sema4g		Cd274
	Tmem45b	Pdk4		Gm20063
	Lmln	Mrpl24		Igtp
	Cyp7b1	Grik1		Rimklb
	Xirp2	Slc39a12		Sgpp2
	Fgf18	Iqck		Emp3
	Gm6710	Slc36a1os		Zfp316
	Pdzrn4	Evi2a		Ly96
	Epha10	Stk32b		Snrpb
	Atp10d	Jpx		Arl2
	Cyp2j9	Dhx37		Gdpd5
	Anapc15	Caprin2		Il1rap
	Emc9	Gm14827		Coa6
	Prkch	Tctn3		Impdh2
	Ppl	Cd209c		Myrf
	Ppp1r16a	Islr2		Gm3002
	4930519G04Rik	Urb1		Ppwd1
	Nsun7	Tnfaip8l1		0610010K14Rik
	Ppcs	Fcho1		Tmem41a
	Gm14057	Doc2a		Ift122
	Mreg	Tgif1		Dnlz
	Il31ra	Taf8		Nudt6
	Zfp653	Polq		Mgat5b
	C1qb	Map3k19		Thap1
	Fbxl12os	Frmd3		Ripk1
	Prlr	Samd1		Ngdn
	Slc24a5	Myo7a		Zfp580
	Wdr4	Lime1		Nup85
	Srsf4	Dusp23		Pgp
	9530080O11Rik	Fam184b		Nfkbib
	Acbd4	Zfp64		Trnau1ap
	E130008D07Rik	Unc45a		Vps9d1
	Ttll4	Qtrt1		Ddt
	Akr7a5	D17H6S53E		Fmo5
	Gm20337	Rnaseh2a		Zfp418
	Ebpl	Thbs1		Gm8234
	Ap5s1	Zfp692		Slc35b1
	Setmar	Fastkd1		Fam185a
	Notch3	Pcsk7		Strada
	Fbxl12	Fam89b		Tmem177
	Syndig1l	Ak6		Sptbn4
	Hic2	Myd88		Kif13b
	Ppil6	Grm8		Ttn
	Ifi27l2a	Pcdhb15		Gfm2
	Galm	Slc9a5		Rgs16
	Tarbp2	4930431F12Rik		Cc2d1b
	Celsr1	Svep1		Slc19a2
	Tmem132c	Pola1		Man1b1
	Saysd1	Slc22a15		Rdh10
	Cenpp	Klhdc7a		Tcf3
	Nfkbie	Pcdhga7		Nme7
	Gdpd2	Scamp2		Cand2
	Spns1	Col9a3		Ube2s
	Grip2	Gm13375		Nudcd1
	Adamts20	Cebpb		Kcnh3
	Hexim2	Sycp2		Ephb1
	Dnm3os	Acot6		Prkrip1
	Nkx2-1	Rnaseh2c		Irak2
	Pcdhgb4	Wdhd1		Agfg2
	Tango6	Gm14393		Pcdhb20
	Snrnp25	Tcerg1l		Nabp1
	Snai1	Prom1		Grm2
	Rmi2	Tead3		Dock6
	Fxn	Gm14204		Vgf
	Myl4	Xrcc2		Onecut2
	Hey2	Zgrf1		Gpr75
	Wdr76	Fzd5		Top3b
	Zfp658	Tyr		Sorcs2
	1700028K03Rik	Rapgef3		Mcm6
	Mapkapk3	Itga8		Ppfia4
	Lpar3	Zfp939		Naa38
	Palm3	Man2c1		Aldh1l1
	Polrmt	Ift27		Gpr165
	1700034H15Rik	Gpsm1		Gm2897
	Muc15	Slc30a2		Firre
	Hyls1	Cyb5r1		Slx1b
	Atg4d	Ebp		Bdh1
	Plxna3	Timm10b		Klhl26
	Prkag3	Arx		Med4
	Trip10	D130020L05Rik		Igsf21
	Sycp3	2700046A07Rik		Dnajc12
	Robo3	F5		Ephb6
	4930447C04Rik	Serpina3n		Gtf2h3
	Tacc3	Sdf2l1		Nhs
	Actn2	Lhpp		Sdk2
	Hspbap1	Ntpcr		Slc45a4
	Smok4a	Btbd19		Mccc1
	Gm10471	Rttn		Plekhm2
	Pcdhga2	Kdr		Otub2
	Gm16386	Col9a2		Kank1
	Plcd4	Trim16		Pomt2
	Slco5a1	Cfb		Usp28
	Rdh1	2010204K13Rik		Ccdc12
	Hfm1	B3gntl1		Trpm2
	Hes6	Ttyh2		Wdr20
	Slc35b3	Dhx35		Nt5c
	Ercc1	Helq		Gtf2ird1
	Rgl2	Atp13a4		Sirt3
	Gpr162	Qpctl		Itga6
	Myoc	Bckdhb		Tmem100
	Gm9159	Hspbp1		4930570G19Rik
	Thpo	Gpr176		Mrpl55
	Chrnb1	A930012L18Rik		Ppfibp2
	Xkrx	A930017M01Rik		Pan2
	Slc40a1	Hrh1		Hebp1
	A330032B11Rik	Neb		Cdk5rap2
	Lipt2	Pop7		Extl1
	Grin2c	Spc24		Mrps12
	Lrrc39	4930519F09Rik		Terf1
	Prodh	Mmp19		Dbhos
	Gadd45b	Ryr1		Bzw2
	Dact2	Foxo6		Cryl1
	3000002C10Rik	Tmem143		Mrpl44
	Ntmt1	Slc22a5		Itgam
	Has3	Gadd45gip1		Gabrb1
	9330159M07Rik	Zfp804b		St6galnac3
	Ephb2	Clasrp		Pcdhb13
	Polr2f	Slc29a1		Mgst3
	Hmg20b	Lama3		Pcdhga10
	Timeless	Il12rb2		Ehd1
	Rrp36	Il17rd		Dand5
	Ccs	Tmem145		Sh2b3
	9430041J12Rik	Capg		Erap1
	Slco4c1	Mcmdc2		Odf2l
	Pcdhb3	Med26		Tll1
	Dpm3	Apba3		Wdr70
	Cybrd1	Zfp354b		Gm1943
	Irs4	4930579G24Rik		Pbld1
	Nphs1	Tatdn3		Zik1
	Kctd15	Tmem150a		Prmt6
	Chrd	E530011L22Rik		Camsap3
	Ccne2	Prkd1		Spns2
	Coro6	Tars2		Galk2
	Akr1b8	2700054A10Rik		Irak4
	Stx11	Mdga1		Scly
	Hspa1b	Dera		Klhl17
	Crocc	Cd84		9030624G23Rik
	Scrib	Gm16861		Syndig1
	Nphp4	Neu4		Anks1
	Slc26a11	Inpp5d		Cemip
	Ung	Ankrd24		Trim56
	Dnah7a	Cenpf		Cd34
	Pcyox1l	Tspan4		Tspan14
	Rassf10	Rhno1		Trappc4
	Gm15645	Ncf2		Rfx1
	Cdc42ep2	Pcdhb12		Rasl10b
	Ceacam20	Pdgfc		Med10
	Cox7a1	Ccdc28a		Adra1d
	Lmcd1	Dnah5		Dnah7b
	Mycn	Lgr5		Aprt
	Gadd45g	Timp4		Cyb561a3
	Coa4	Cntn5		Aga
	Pde9a	Abca8a		Brsk1
	Ccdc69	Gldc		Dlx6os1
	Myh3	Pik3cg		Pot1b
	P2rx7	Tmem258		4933421O10Rik
	Adamts6	Zfp951		Dzip1l
	Kcnh4	Pdlim4		Mccc2
	Fhl3	1110038B12Rik		Inpp5j
	Ifi35	Sec14l2		Tecpr1
	C3ar1	Tmem45b		Tmem119
	Commd5	Lmln		AW551984
	Zfp429	Xirp2		Pfdn1
	Gm14391	Fgf18		Begain
	Nat9	Pdzrn4		Fuom
	Emilin1	Epha10		Abca8b
	Catsper2	Anapc15		E130311K13Rik
	Ido2	Kif9		Donson
	Nkain3	Pomgnt2		Caly
	Crhr1	Ppl		Slc9a9
	Gm10220	Ammecr1		Trpc4
	Dcbld1	AU022252		Hint2
	A230103J11Rik	4930519G04Rik		Scamp4
	D630023F18Rik	Nsun7		Pir
	Plcd1	Pvalb		Uck2
	Ccna2	Hpgds		Tmem181a
	Gpank1	Gpr101		Slc4a3
	Gk5	Il31ra		Pigg
	Ctla2a	Zfp653		Baiap2l1
	Galnt6	Gigyf1		Gpr19
	Kif26b	Nop16		Tubgcp6
	Gm12709	Crip1		Pcdhga3
	Enpep	Top2a		Mlx
	Grik4	C1qb		Ptger3
	Ttll3	Unc5b		Gdap1l1
	Lrrc2	Prlr		Gemin8
	B430319G15Rik	Slc24a5		Rhoc
	Cntnap3	9530080O11Rik		Astn2
	Isoc2a	Plb1		Lbr
	Fam169b	Ttll4		5530601H04Rik
	Mansc4	Akr7a5		Gpr89
	Tmem91	Gm20337		Cacna1h
	Ecel1	Ap5s1		Nat10
	Spag5	Capn10		Chchd6
	Pcbd1	Setmar		Nudt10
	Rhox8	Notch3		Ptpro
	Folh1	Fbxl12		Twf2
	Usp35	Lsm10		D130043K22Rik
	A330035P11Rik	Syndig1l		Six4
	AY512931	Hic2		Vmn2r29
	Adat1	Ppil6		Anxa8
	1700110I01Rik	Ifi27l2a		Ap5m1
	Pcsk2os2	Galnt14		Sfrp4
	1700063D05Rik	Tarbp2		Vash1
	Itih3	Saysd1		Xrcc4
	Gabrq	Vwa3a		Thyn1
	Fam227a	Cenpp		Amer3
	Sall3	Syt10		Prdm15
	Kptn	Gdpd2		Smad7
	Zbtb8b	Spns1		Ap2s1
	Pparg	Adamts20		Necab2
	Tspan15	Hexim2		Akap8l
	Proca1	Gstm6		Tmem179
	Pcdhb5	Dnm3os		Ascl1
	Prss12	Nkx2-1		Cpt1c
	4930419G24Rik	Pcdhgb4		Chid1
	Frem2	Pabpc5		Sfi1
	C630031E19Rik	Tango6		Ctcfl
	Cmtm7	Snrnp25		B4galnt2
	Gm10754	Chpf2		Col5a1
	Casr	Gsap		Lage3
	Atoh8	Snai1		Ddit3
	4933439C10Rik	Metap1d		Nid2
	Kif20b	Rmi2		Prdx4
	Srrm4os	Fxn		A230057D06Rik
	Lmtk3	Myl4		Gan
	B9d2	Wdr76		Hebp2
	Ccdc160	Lpar3		Ccdc28b
	Adat2	B230216N24Rik		Gabrg1
	2700099C18Rik	Palm3		Zfp58
	6030443J06Rik	Polrmt		Fastkd5
	Gbp8	Siglech		Tspan11
	Slc27a2	Adck2		Zfp341
	Nbeal2	Arid3b		Pmaip1
	Cnksr3	Rwdd2b		Necap2
	Slc2a4rg-ps	Hyls1		Med29
	Fam161a	Evc2		Col11a1
	L3mbtl1	Plxna3		Kbtbd3
	Cdh22	Prkag3		Arhgap19
	Tnc	Sycp3		C2cd4c
	B3gnt9	Dkkl1		Cdan1
	Soat2	Robo3		Cdk2ap2
	Hbegf	4930447C04Rik		Prkab1
	Sntb1	Tacc3		Parp9
	Tnip3	Actn2		Lrriq1
	Vav2	Smok4a		Zfp354a
